ticker,queryCount,resultsCount,adjusted,results,status,request_id,count
AAPL,253,253,True,"{'v': 54412915.0, 'vw': 189.7109, 'o': 189.57, 'c': 189.71, 'h': 190.96, 'l': 188.65, 't': 1700110800000, 'n': 620748}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
AAPL,253,253,True,"{'v': 50737404.0, 'vw': 189.6022, 'o': 190.25, 'c': 189.69, 'h': 190.38, 'l': 188.57, 't': 1700197200000, 'n': 510217}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
AAPL,253,253,True,"{'v': 46538614.0, 'vw': 191.2984, 'o': 189.89, 'c': 191.45, 'h': 191.905, 'l': 189.88, 't': 1700456400000, 'n': 554014}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
AAPL,253,253,True,"{'v': 38134485.0, 'vw': 190.51, 'o': 191.41, 'c': 190.64, 'h': 191.52, 'l': 189.74, 't': 1700542800000, 'n': 450749}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
AAPL,253,253,True,"{'v': 39630011.0, 'vw': 191.7223, 'o': 191.49, 'c': 191.31, 'h': 192.93, 'l': 190.825, 't': 1700629200000, 'n': 463560}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
AAPL,253,253,True,"{'v': 24018404.0, 'vw': 189.7899, 'o': 190.87, 'c': 189.97, 'h': 190.9, 'l': 189.25, 't': 1700802000000, 'n': 335946}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
AAPL,253,253,True,"{'v': 40456609.0, 'vw': 189.7974, 'o': 189.92, 'c': 189.79, 'h': 190.67, 'l': 188.9, 't': 1701061200000, 'n': 508895}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
AAPL,253,253,True,"{'v': 38415419.0, 'vw': 190.165, 'o': 189.78, 'c': 190.4, 'h': 191.08, 'l': 189.4, 't': 1701147600000, 'n': 458154}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
AAPL,253,253,True,"{'v': 43014224.0, 'vw': 189.9974, 'o': 190.9, 'c': 189.37, 'h': 192.09, 'l': 188.97, 't': 1701234000000, 'n': 493064}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
AAPL,253,253,True,"{'v': 48744366.0, 'vw': 189.337, 'o': 189.84, 'c': 189.95, 'h': 190.32, 'l': 188.19, 't': 1701320400000, 'n': 486786}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
AAPL,253,253,True,"{'v': 45676673.0, 'vw': 190.8613, 'o': 190.33, 'c': 191.24, 'h': 191.56, 'l': 189.23, 't': 1701406800000, 'n': 515537}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
AAPL,253,253,True,"{'v': 43389519.0, 'vw': 188.916, 'o': 189.98, 'c': 189.43, 'h': 190.05, 'l': 187.4511, 't': 1701666000000, 'n': 587461}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
AAPL,253,253,True,"{'v': 66628398.0, 'vw': 193.1715, 'o': 190.21, 'c': 193.42, 'h': 194.4, 'l': 190.18, 't': 1701752400000, 'n': 700669}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
AAPL,253,253,True,"{'v': 41055862.0, 'vw': 192.8014, 'o': 194.45, 'c': 192.32, 'h': 194.76, 'l': 192.11, 't': 1701838800000, 'n': 491436}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
AAPL,253,253,True,"{'v': 47413955.0, 'vw': 194.3967, 'o': 193.63, 'c': 194.27, 'h': 195, 'l': 193.59, 't': 1701925200000, 'n': 495048}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
AAPL,253,253,True,"{'v': 53383658.0, 'vw': 195.1638, 'o': 194.2, 'c': 195.71, 'h': 195.99, 'l': 193.67, 't': 1702011600000, 'n': 538968}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
AAPL,253,253,True,"{'v': 60943699.0, 'vw': 192.7089, 'o': 193.11, 'c': 193.18, 'h': 193.49, 'l': 191.42, 't': 1702270800000, 'n': 691172}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
AAPL,253,253,True,"{'v': 52696900.0, 'vw': 193.7834, 'o': 193.08, 'c': 194.71, 'h': 194.72, 'l': 191.721, 't': 1702357200000, 'n': 510768}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
AAPL,253,253,True,"{'v': 70404183.0, 'vw': 196.9085, 'o': 195.09, 'c': 197.96, 'h': 198, 'l': 194.85, 't': 1702443600000, 'n': 672552}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
AAPL,253,253,True,"{'v': 66831572.0, 'vw': 198.2872, 'o': 198.02, 'c': 198.11, 'h': 199.62, 'l': 196.16, 't': 1702530000000, 'n': 691862}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
AAPL,253,253,True,"{'v': 127387901.0, 'vw': 197.56, 'o': 197.53, 'c': 197.57, 'h': 198.3999, 'l': 197, 't': 1702616400000, 'n': 625452}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
AAPL,253,253,True,"{'v': 55751861.0, 'vw': 195.6255, 'o': 196.09, 'c': 195.89, 'h': 196.63, 'l': 194.39, 't': 1702875600000, 'n': 655763}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
AAPL,253,253,True,"{'v': 40714051.0, 'vw': 196.5277, 'o': 196.16, 'c': 196.94, 'h': 196.95, 'l': 195.89, 't': 1702962000000, 'n': 451709}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
AAPL,253,253,True,"{'v': 52242815.0, 'vw': 196.142, 'o': 196.9, 'c': 194.83, 'h': 197.68, 'l': 194.83, 't': 1703048400000, 'n': 550599}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
AAPL,253,253,True,"{'v': 46482549.0, 'vw': 194.7425, 'o': 196.1, 'c': 194.68, 'h': 197.08, 'l': 193.5, 't': 1703134800000, 'n': 554844}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
AAPL,253,253,True,"{'v': 37149570.0, 'vw': 194.1013, 'o': 195.18, 'c': 193.6, 'h': 195.41, 'l': 192.97, 't': 1703221200000, 'n': 500544}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
AAPL,253,253,True,"{'v': 28919310.0, 'vw': 193.1713, 'o': 193.61, 'c': 193.05, 'h': 193.89, 'l': 192.83, 't': 1703566800000, 'n': 488257}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
AAPL,253,253,True,"{'v': 48087681.0, 'vw': 192.5679, 'o': 192.49, 'c': 193.15, 'h': 193.5, 'l': 191.09, 't': 1703653200000, 'n': 548076}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
AAPL,253,253,True,"{'v': 34049898.0, 'vw': 193.9222, 'o': 194.14, 'c': 193.58, 'h': 194.66, 'l': 193.17, 't': 1703739600000, 'n': 472404}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
AAPL,253,253,True,"{'v': 42672148.0, 'vw': 192.5761, 'o': 193.9, 'c': 192.53, 'h': 194.4, 'l': 191.725, 't': 1703826000000, 'n': 509123}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
AAPL,253,253,True,"{'v': 81964874.0, 'vw': 185.9465, 'o': 187.15, 'c': 185.64, 'h': 188.44, 'l': 183.885, 't': 1704171600000, 'n': 1008871}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
AAPL,253,253,True,"{'v': 58414460.0, 'vw': 184.3226, 'o': 184.22, 'c': 184.25, 'h': 185.88, 'l': 183.43, 't': 1704258000000, 'n': 656853}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
AAPL,253,253,True,"{'v': 71878670.0, 'vw': 182.0183, 'o': 182.15, 'c': 181.91, 'h': 183.0872, 'l': 180.88, 't': 1704344400000, 'n': 712692}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
AAPL,253,253,True,"{'v': 62371161.0, 'vw': 181.474, 'o': 181.99, 'c': 181.18, 'h': 182.76, 'l': 180.17, 't': 1704430800000, 'n': 682334}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
AAPL,253,253,True,"{'v': 59144470.0, 'vw': 184.3702, 'o': 182.085, 'c': 185.56, 'h': 185.6, 'l': 181.5, 't': 1704690000000, 'n': 669173}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
AAPL,253,253,True,"{'v': 42841809.0, 'vw': 184.3706, 'o': 183.92, 'c': 185.14, 'h': 185.15, 'l': 182.73, 't': 1704776400000, 'n': 538180}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
AAPL,253,253,True,"{'v': 46192908.0, 'vw': 185.2509, 'o': 184.35, 'c': 186.19, 'h': 186.4, 'l': 183.92, 't': 1704862800000, 'n': 554777}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
AAPL,253,253,True,"{'v': 49128408.0, 'vw': 185.0604, 'o': 186.54, 'c': 185.59, 'h': 187.05, 'l': 183.62, 't': 1704949200000, 'n': 584008}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
AAPL,253,253,True,"{'v': 40477782.0, 'vw': 185.8199, 'o': 186.06, 'c': 185.92, 'h': 186.74, 'l': 185.19, 't': 1705035600000, 'n': 477050}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
AAPL,253,253,True,"{'v': 65076641.0, 'vw': 182.8866, 'o': 182.16, 'c': 183.63, 'h': 184.26, 'l': 180.934, 't': 1705381200000, 'n': 767281}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
AAPL,253,253,True,"{'v': 47317433.0, 'vw': 181.9201, 'o': 181.27, 'c': 182.68, 'h': 182.93, 'l': 180.3, 't': 1705467600000, 'n': 594632}",OK,b0ba10e4530ccb8a251fff6f1fc507f3,253
